,name,country,city,web,PIC,stage_order,stage_name,tweet_count,tweet_length,tweet_rate,original_ratio,retweeted_ratio,replied_to_ratio,quoted_ratio,quoted_replied_to_ratio,retweet_count,retweet_ratio,retweet_rate,reply_count,reply_ratio,reply_rate,like_count,like_rate,like_ratio,quote_count,quote_rate,quote_ratio,engagement_ratio,stage_success
1641,STREAMNOVATION SZOFTVERFEJLESZTO KFT,HUNGARY,BUDAPEST,http://www.streamnovation.com,971116471,1,INCEPTION,,,,,,,,,,,,,,,,,,,,,,0
388,NSL COMM LTD,ISRAEL,RAANANA,http://www.nslcomm.com,910643276,1,INCEPTION,,,,,,,,,,,,,,,,,,,,,,1
335,CREAPAPER GMBH,GERMANY,HENNEF,http://www.creapaper.de,909730409,1,INCEPTION,,,,,,,,,,,,,,,,,,,,,,0
273,FLUOGUIDE A/S,DENMARK,COPENHAGEN N,http://www.fluoguide.com,906950777,1,INCEPTION,69.0,110.81159420289855,0.10391566265060241,1.0,,,,,14.0,0.2028985507246377,0.02108433734939759,1.0,0.014492753623188406,0.0015060240963855422,175.0,0.2635542168674699,2.536231884057971,175.0,0.2635542168674699,2.536231884057971,2.753623188405797,0
756,LEUKOS BIOTECH SL,SPAIN,BARCELONA,http://www.leukosbiotech.com,920112222,1,INCEPTION,57.0,115.36842105263158,0.06222707423580786,0.42105263157894735,0.5263157894736842,0.017543859649122806,0.03508771929824561,,393.0,6.894736842105263,0.42903930131004364,1.0,0.017543859649122806,0.001091703056768559,36.0,0.039301310043668124,0.631578947368421,36.0,0.039301310043668124,0.631578947368421,7.614035087719298,0
1512,COSTRUZIONI STRUMENTI OFTALMICI C.S.O. SRL,ITALY,BADIA A SETTIMO,http://www.csoitalia.it,951927834,1,INCEPTION,476.0,134.90126050420167,0.3436823104693141,0.9705882352941176,0.012605042016806723,0.004201680672268907,0.012605042016806723,,51.0,0.10714285714285714,0.0368231046931408,4.0,0.008403361344537815,0.002888086642599278,131.0,0.09458483754512635,0.27521008403361347,131.0,0.09458483754512635,0.27521008403361347,0.3949579831932773,0
1574,"FARSENS, S.L",SPAIN,GUIPUZCOA,http://www.farsens.com,954976059,1,INCEPTION,1759.0,128.68504832291075,1.038370720188902,0.8862990335417851,0.09437180216031836,0.014781125639567936,0.0045480386583285955,,2715.0,1.5434906196702671,1.60271546635183,39.0,0.022171688459351906,0.023022432113341203,1402.0,0.8276269185360094,0.7970437748720864,1402.0,0.8276269185360094,0.7970437748720864,2.404206935758954,0
1077,LORITUS INTERNATIONAL LIMITED,UNITED KINGDOM,LONDON,http://www.loritus.com,932271269,1,INCEPTION,,,,,,,,,,,,,,,,,,,,,,0
1696,BIOMAX INFORMATICS AG,GERMANY,PLANEGG,http://www.biomax.com,995999493,1,INCEPTION,,,,,,,,,,,,,,,,,,,,,,0
128,SIEBEN KAINOTOMES LYSEIS PLIROFORIKIS ETAIREIA PERIORISMENIS EVT,GREECE,GERAKAS,http://www.sieben.gr,904064542,1,INCEPTION,294.0,128.7108843537415,0.2755388940955951,0.6530612244897959,0.21768707482993196,0.09183673469387756,0.03741496598639456,,571.0,1.9421768707482994,0.53514526710403,4.0,0.013605442176870748,0.0037488284910965324,505.0,0.4732895970009372,1.717687074829932,505.0,0.4732895970009372,1.717687074829932,3.707482993197279,1
802,RESEARCH & DEVELOPMENT CONCRETES SL,SPAIN,VALENCIA,http://www.rdconcrete.com,921936695,1,INCEPTION,209.0,154.0622009569378,0.13029925187032418,0.27751196172248804,0.569377990430622,0.023923444976076555,0.12440191387559808,0.004784688995215311,980.0,4.688995215311005,0.6109725685785536,4.0,0.019138755980861243,0.0024937655860349127,246.0,0.15336658354114713,1.1770334928229664,246.0,0.15336658354114713,1.1770334928229664,5.9330143540669855,0
28,GRUMPY CAT SOFTWARE SL,SPAIN,MÁLAGA,http://shapelets.io,898252884,1,INCEPTION,199.0,171.18090452261308,0.9707317073170731,0.8442211055276382,0.11055276381909548,0.04020100502512563,0.005025125628140704,,7868.0,39.537688442211056,38.38048780487805,9.0,0.04522613065326633,0.04390243902439024,61.0,0.2975609756097561,0.3065326633165829,61.0,0.2975609756097561,0.3065326633165829,39.89949748743719,0
1207,INFANTIUM SL,SPAIN,VILANOVA I LA GELTRU BARCELONA,http://www.infantium.com,935363047,1,INCEPTION,,,,,,,,,,,,,,,,,,,,,,0
882,CINFO CONTENIDOS INFORMATIVOS PERSONALIZADOS SL,SPAIN,A CORUÑA,http://www.cinfo.es,924859790,1,INCEPTION,294.0,207.49319727891157,0.2552083333333333,0.7482993197278912,0.11564625850340136,0.07142857142857142,0.06462585034013606,,768.0,2.6122448979591835,0.6666666666666666,14.0,0.047619047619047616,0.012152777777777778,1301.0,1.1293402777777777,4.425170068027211,1301.0,1.1293402777777777,4.425170068027211,7.163265306122449,0
1483,G.TEC MEDICAL ENGINEERING GMBH,AUSTRIA,SCHIEDLBERG,http://www.gtec.at,949761436,1,INCEPTION,647.0,202.46831530139104,0.3070716658756526,0.7465224111282844,0.19319938176197837,0.03554868624420402,0.02472952086553323,,1109.0,1.714064914992272,0.5263407688656858,38.0,0.05873261205564142,0.018035121025154248,1557.0,0.7389653535832937,2.4064914992272026,1557.0,0.7389653535832937,2.4064914992272026,4.268933539412674,0
510,YAIL NOA 1995 LTD,ISRAEL,HOLON,http://www.yail-noa.co.il,912493842,1,INCEPTION,,,,,,,,,,,,,,,,,,,,,,0
675,AURORA SEAFOOD EHF,ICELAND,GARDABAER,,917817590,1,INCEPTION,,,,,,,,,,,,,,,,,,,,,,0
151,HAILO TECHNOLOGIES LTD,ISRAEL,TEL-AVIV,http://hailotech.com,904520539,1,INCEPTION,2.0,255.5,2.0,1.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,2.5,5.0,5.0,2.5,2.5,1
244,FFROBOTICS LTD.,ISRAEL,KADIMA-ZORAN,http://www.ffrobotics.com,905991932,1,INCEPTION,,,,,,,,,,,,,,,,,,,,,,0
714,STRINGBIKE LTD,HUNGARY,FELSŐZSOLCA,http://stringbike.com,918689814,1,INCEPTION,,,,,,,,,,,,,,,,,,,,,,0
543,ENTOCYCLE LTD,UNITED KINGDOM,LONDON,http://www.entocycle.com,913895977,1,INCEPTION,94.0,153.3404255319149,0.14779874213836477,0.4574468085106383,0.3617021276595745,0.14893617021276595,0.031914893617021274,,215806.0,2295.808510638298,339.3176100628931,29.0,0.30851063829787234,0.04559748427672956,409.0,0.6430817610062893,4.351063829787234,409.0,0.6430817610062893,4.351063829787234,2300.744680851064,1
544,K LENS GMBH,GERMANY,SAARBRUCKEN,http://www.k-lens.de,913900051,1,INCEPTION,,,,,,,,,,,,,,,,,,,,,,0
639,ZAPGO LTD,UNITED KINGDOM,LONDON,http://www.zapgo.com,917149066,1,INCEPTION,,,,,,,,,,,,,,,,,,,,,,0
697,GEOCOLLECT GMBH,GERMANY,HAMBURG,http://www.geocollect.de,918310738,1,INCEPTION,,,,,,,,,,,,,,,,,,,,,,0
1289,CAV. UFF. GIACOMO CIMBERIO SPA,ITALY,SAN MAURIZIO D OPAGLIO,http://www.cimberio.it,937015830,1,INCEPTION,,,,,,,,,,,,,,,,,,,,,,0
1312,AIFORIA TECHNOLOGIES OY,FINLAND,HELSINKI,http://www.fimmic.com,937829175,1,INCEPTION,630.0,129.85555555555555,0.8798882681564246,0.4603174603174603,0.4444444444444444,0.015873015873015872,0.07936507936507936,,11377.0,18.05873015873016,15.889664804469273,11.0,0.01746031746031746,0.015363128491620111,940.0,1.312849162011173,1.492063492063492,940.0,1.312849162011173,1.492063492063492,19.598412698412698,1
423,RANMARINE TECHNOLOGY BV,NETHERLANDS,ROTTERDAM,http://www.ranmarine.io,911041752,1,INCEPTION,224.0,258.72767857142856,0.4666666666666667,0.9330357142857143,0.0625,0.004464285714285714,,,256.0,1.1428571428571428,0.5333333333333333,7.0,0.03125,0.014583333333333334,347.0,0.7229166666666667,1.5491071428571428,347.0,0.7229166666666667,1.5491071428571428,2.7455357142857144,0
910,INVENTIA SRL,ITALY,MILANO,http://www.inventia.biz,925653541,1,INCEPTION,,,,,,,,,,,,,,,,,,,,,,0
1171,NETCYCLER OY,FINLAND,HELSINKI,http://www.swap.com,934808110,1,INCEPTION,531.0,96.83050847457628,0.6959370904325033,0.5951035781544256,0.3672316384180791,0.03766478342749529,,,3653.0,6.879472693032015,4.787680209698558,18.0,0.03389830508474576,0.023591087811271297,58.0,0.07601572739187418,0.10922787193973635,58.0,0.07601572739187418,0.10922787193973635,7.022598870056497,1
659,CITIZENLAB,BELGIUM,WOLVERTEM,http://www.citizenlab.co,917518442,1,INCEPTION,2653.0,163.3724085940445,1.4665561083471532,0.5171503957783641,0.3742932529212213,0.0712401055408971,0.03731624575951753,,11007.0,4.1488880512627215,6.08457711442786,247.0,0.09310214851111949,0.13653952459922608,7883.0,4.357656163626313,2.9713531850735015,7883.0,4.357656163626313,2.9713531850735015,7.382585751978892,0
797,ENBIO LIMITED,IRELAND,LIMERICK,http://www.enbio.eu,921457127,1,INCEPTION,1932.0,133.65372670807454,1.4164222873900294,0.2841614906832298,0.7132505175983437,0.002587991718426501,,,98319.0,50.88975155279503,72.08137829912023,8.0,0.004140786749482402,0.005865102639296188,483.0,0.35410557184750735,0.25,483.0,0.35410557184750735,0.25,51.15683229813665,0
1724,VECTALYS SAS,FRANCE,TOULOUSE,http://www.vectalys.com,998154251,1,INCEPTION,286.0,123.68881118881119,0.33966745843230406,0.46153846153846156,0.5034965034965035,0.027972027972027972,0.006993006993006993,,13156.0,46.0,15.624703087885985,6.0,0.02097902097902098,0.007125890736342043,65.0,0.07719714964370546,0.22727272727272727,65.0,0.07719714964370546,0.22727272727272727,46.26923076923077,1
1201,ARTOMATIX LIMITED,IRELAND,DUBLIN,http://www.artomatix.com,935233164,1,INCEPTION,345.0,148.35072463768117,0.40162980209545984,0.7188405797101449,0.14782608695652175,0.043478260869565216,0.08985507246376812,,1413.0,4.095652173913043,1.6449359720605354,48.0,0.1391304347826087,0.05587892898719441,911.0,1.060535506402794,2.6405797101449275,911.0,1.060535506402794,2.6405797101449275,6.944927536231884,1
99,HYSTRIX MEDICAL AG,SWITZERLAND,BIBERIST,http://www.hystrixmedical.com,902298075,1,INCEPTION,96.0,210.36458333333334,0.14328358208955225,0.84375,0.125,,0.03125,,82.0,0.8541666666666666,0.12238805970149254,6.0,0.0625,0.008955223880597015,66.0,0.09850746268656717,0.6875,66.0,0.09850746268656717,0.6875,1.6458333333333333,1
850,"BIOMODE 2, S.A.",PORTUGAL,BRAGA,http://www.biomode-sa.com,924139080,1,INCEPTION,,,,,,,,,,,,,,,,,,,,,,0
448,UNBLUR SL,SPAIN,SANT CUGAT DEL VALLES,http://www.unblur.co,911407054,1,INCEPTION,339.0,187.76106194690266,0.5895652173913043,0.35103244837758113,0.22418879056047197,0.31268436578171094,0.11209439528023599,,21602.0,63.72271386430678,37.568695652173915,18.0,0.05309734513274336,0.03130434782608696,528.0,0.9182608695652174,1.5575221238938053,528.0,0.9182608695652174,1.5575221238938053,65.37758112094396,0
1455,ALTAGRAM GMBH,GERMANY,BERLIN,http://www.altagram.de,943260205,1,INCEPTION,278.0,259.58273381294964,0.24932735426008967,0.9496402877697842,,0.01079136690647482,0.039568345323741004,,139.0,0.5,0.12466367713004484,23.0,0.08273381294964029,0.02062780269058296,476.0,0.42690582959641254,1.7122302158273381,476.0,0.42690582959641254,1.7122302158273381,2.3453237410071943,0
755,KINNOV THERAPEUTICS,FRANCE,ORLEANS,http://www.kinnov-therapeutics.com,920101649,1,INCEPTION,,,,,,,,,,,,,,,,,,,,,,0
976,VOPTICA S.L.,SPAIN,MURCIA,http://www.voptica.com,927791518,1,INCEPTION,1077.0,140.46425255338903,0.6327849588719154,0.25441039925719594,0.61652739090065,0.116991643454039,0.012070566388115135,,5063.0,4.701021355617456,2.974735605170388,69.0,0.06406685236768803,0.04054054054054054,1575.0,0.9253819036427732,1.4623955431754874,1575.0,0.9253819036427732,1.4623955431754874,6.246053853296194,0
115,SP CONTROL,SPAIN,MADRID,http://spfrenetic.com,903215986,1,INCEPTION,,,,,,,,,,,,,,,,,,,,,,0
777,PX HEALTHCARE BV,NETHERLANDS,AMSTERDAM,http://www.pxhealthcare.com,920890162,1,INCEPTION,30.0,140.03333333333333,0.03676470588235294,0.03333333333333333,0.8,0.03333333333333333,0.13333333333333333,,103.0,3.433333333333333,0.12622549019607843,2.0,0.06666666666666667,0.0024509803921568627,33.0,0.04044117647058824,1.1,33.0,0.04044117647058824,1.1,4.6,0
72,CULINAR OY,FINLAND,HELSINKI,http://www.ultimate.ai,900265537,1,INCEPTION,248.0,218.4516129032258,0.6063569682151589,0.8467741935483871,0.11693548387096774,0.008064516129032258,0.028225806451612902,,327.0,1.3185483870967742,0.7995110024449877,14.0,0.056451612903225805,0.034229828850855744,718.0,1.7555012224938875,2.8951612903225805,718.0,1.7555012224938875,2.8951612903225805,4.314516129032258,1
845,POWERSINES LTD,ISRAEL,OR YEHUDA,http://www.powersines.com,924095139,1,INCEPTION,,,,,,,,,,,,,,,,,,,,,,0
537,DAEDALEAN AG,SWITZERLAND,ZURICH,http://www.dacon.no,913815855,1,INCEPTION,,,,,,,,,,,,,,,,,,,,,,0
1701,BALTIC ORTHOSERVICE UAB,LITHUANIA,KAUNAS,http://www.orthobaltic.eu,996558892,1,INCEPTION,,,,,,,,,,,,,,,,,,,,,,0
849,THERMAL POWER ENGINEERING SL,SPAIN,MADRID,http://www.tewer.es,924138013,1,INCEPTION,,,,,,,,,,,,,,,,,,,,,,0
1624,WISE SRL,ITALY,COLOGNO MONZESE MI,http://www.wiseneuro.com,967232494,1,INCEPTION,,,,,,,,,,,,,,,,,,,,,,0
174,KIDO DYNAMICS SA,SWITZERLAND,LAUSANNE,http://www.kidodynamics.com,905018537,1,INCEPTION,,,,,,,,,,,,,,,,,,,,,,0
87,INVOIER AB,SWEDEN,STOCKHOLM,http://www.invoier.com,901061907,1,INCEPTION,,,,,,,,,,,,,,,,,,,,,,0
551,QIDENUS GROUP GMBH,GERMANY,BERLIN,http://www.omnius.com,914358764,1,INCEPTION,588.0,147.06632653061226,0.8647058823529412,0.6632653061224489,0.20238095238095238,0.04591836734693878,0.08843537414965986,,2990.0,5.085034013605442,4.397058823529412,10.0,0.017006802721088437,0.014705882352941176,847.0,1.2455882352941177,1.4404761904761905,847.0,1.2455882352941177,1.4404761904761905,6.629251700680272,1
1510,GFH GMBH,GERMANY,DEGGENDORF,http://www.gfh-gmbh.de,951690475,1,INCEPTION,18.0,205.61111111111111,0.030716723549488054,0.6666666666666666,0.2777777777777778,,0.05555555555555555,,9.0,0.5,0.015358361774744027,0.0,0.0,0.0,6.0,0.010238907849829351,0.3333333333333333,6.0,0.010238907849829351,0.3333333333333333,0.8888888888888888,0
705,XNEXT SRL,ITALY,MILANO,http://www.x-next.com,918557409,1,INCEPTION,,,,,,,,,,,,,,,,,,,,,,0
314,COLZYX AB,SWEDEN,LUND,http://www.colzyx.com,909038120,1,INCEPTION,,,,,,,,,,,,,,,,,,,,,,0
1420,PHOTONIC SENSORS AND ALGORITHMS SL,SPAIN,VALENCIA,http://www.photonicsens.com,940489594,1,INCEPTION,15.0,120.2,0.011655011655011656,0.6,0.26666666666666666,,0.13333333333333333,,12.0,0.8,0.009324009324009324,2.0,0.13333333333333333,0.001554001554001554,16.0,0.012432012432012432,1.0666666666666667,16.0,0.012432012432012432,1.0666666666666667,2.0,0
600,PRIVATE ENTERPRISE «DOMINION»,UKRAINE,KYIV,,916541167,1,INCEPTION,,,,,,,,,,,,,,,,,,,,,,0
1496,"RUFEPA TECNOAGRO, S.L.",SPAIN,TORRE PACHECO,http://www.rufepa.com,950774019,1,INCEPTION,,,,,,,,,,,,,,,,,,,,,,0
1094,NOX MEDICAL EHF,ICELAND,REYKJAVIK,http://www.noxmedical.com,934034147,1,INCEPTION,,,,,,,,,,,,,,,,,,,,,,1
599,GOODLIFEME EHF,ICELAND,REYKJAVIK,http://www.sidekickhealth.com,916535347,1,INCEPTION,461.0,142.12581344902387,0.49730312837108953,0.6529284164859002,0.3232104121475054,0.0021691973969631237,0.021691973969631236,,3850.0,8.351409978308027,4.153182308522115,4.0,0.008676789587852495,0.004314994606256742,392.0,0.4228694714131607,0.8503253796095445,392.0,0.4228694714131607,0.8503253796095445,9.240780911062906,1
277,CONTENT FLOW GMBH,GERMANY,BERLIN,http://www.contentflow.org,907476420,1,INCEPTION,272.0,156.28308823529412,0.24704813805631246,0.5,0.19852941176470587,0.16544117647058823,0.13602941176470587,,688.0,2.5294117647058822,0.6248864668483197,30.0,0.11029411764705882,0.027247956403269755,280.0,0.254314259763851,1.0294117647058822,280.0,0.254314259763851,1.0294117647058822,3.761029411764706,0
1033,BCAST SPOLKA Z OGRANICZONA ODPOWIEDZIALNOSCIA,POLAND,WARSZAWA,http://www.bcast.pl,930214869,1,INCEPTION,,,,,,,,,,,,,,,,,,,,,,0
1383,LANCOR 2000 S COOP,SPAIN,ABANTO BIZKAIA,http://www.lancor.es,938675694,1,INCEPTION,,,,,,,,,,,,,,,,,,,,,,0
1731,MBN NANOMATERIALIA SPA,ITALY,CARBONERA,http://www.mbn.it,998647787,1,INCEPTION,,,,,,,,,,,,,,,,,,,,,,0
763,CERCARE MEDICAL APS,DENMARK,AARHUS C,http://www.cercaremedical.com,920595961,1,INCEPTION,,,,,,,,,,,,,,,,,,,,,,0
835,SWEGAN AB,SWEDEN,LINKOPING,http://www.swegan.se,923998527,1,INCEPTION,,,,,,,,,,,,,,,,,,,,,,0
1216,MILKWAYS HOLDING BV,NETHERLANDS,HATTEM,http://www.milkways.com,935402623,1,INCEPTION,,,,,,,,,,,,,,,,,,,,,,0
1653,Z.E.U. -INMUNOTEC SL,SPAIN,ZARAGOZA,http://www.zeulab.com,973030184,1,INCEPTION,72.0,178.51388888888889,0.09836065573770492,0.9444444444444444,0.041666666666666664,,0.013888888888888888,,41.0,0.5694444444444444,0.056010928961748634,0.0,0.0,0.0,98.0,0.13387978142076504,1.3611111111111112,98.0,0.13387978142076504,1.3611111111111112,1.9444444444444444,0
559,MILLOR ENERGY SOLUTIONS SL,SPAIN,TERRASSA,,914997509,1,INCEPTION,,,,,,,,,,,,,,,,,,,,,,0
684,IKOI SPA,ITALY,CASSOLA,http://www.ikoi.it,918087735,1,INCEPTION,,,,,,,,,,,,,,,,,,,,,,0
